State,County,fips,Year,Female life expectancy (years),"Female life expectancy (national, years)","Female life expectancy (state, years)",Male life expectancy (years),"Male life expectancy (national, years)","Male life expectancy (state, years)"
Georgia,Cook County,13075,2010,75.31,80.79,79.24,70.85,76.07,74.41
Georgia,Coweta County,13077,2010,80.58,80.79,79.24,75.75,76.07,74.41
Georgia,Crawford County,13079,2010,78.92,80.79,79.24,72.92,76.07,74.41
Georgia,Crisp County,13081,2010,77.48,80.79,79.24,71.52,76.07,74.41
Georgia,Dade County,13083,2010,77.49,80.79,79.24,72.16,76.07,74.41
Georgia,Dawson County,13085,2010,79.70,80.79,79.24,76.06,76.07,74.41
Georgia,Decatur County,13087,2010,76.41,80.79,79.24,71.00,76.07,74.41
Georgia,DeKalb County,13089,2010,80.94,80.79,79.24,76.05,76.07,74.41
Georgia,Dodge County,13091,2010,76.81,80.79,79.24,71.75,76.07,74.41
Georgia,Dooly County,13093,2010,77.53,80.79,79.24,72.62,76.07,74.41
Georgia,Dougherty County,13095,2010,78.51,80.79,79.24,72.54,76.07,74.41
Georgia,Douglas County,13097,2010,78.37,80.79,79.24,75.00,76.07,74.41
Georgia,Early County,13099,2010,76.96,80.79,79.24,69.97,76.07,74.41
Georgia,Echols County,13101,2010,77.70,80.79,79.24,72.12,76.07,74.41
Georgia,Effingham County,13103,2010,78.40,80.79,79.24,74.66,76.07,74.41
Georgia,Elbert County,13105,2010,78.56,80.79,79.24,73.29,76.07,74.41
Georgia,Emanuel County,13107,2010,75.89,80.79,79.24,70.27,76.07,74.41
Georgia,Evans County,13109,2010,76.26,80.79,79.24,71.32,76.07,74.41
Georgia,Fannin County,13111,2010,78.83,80.79,79.24,75.43,76.07,74.41
Georgia,Fayette County,13113,2010,81.58,80.79,79.24,79.03,76.07,74.41
Georgia,Floyd County,13115,2010,76.70,80.79,79.24,73.42,76.07,74.41
Georgia,Forsyth County,13117,2010,82.59,80.79,79.24,79.16,76.07,74.41
Georgia,Franklin County,13119,2010,78.06,80.79,79.24,71.53,76.07,74.41
Georgia,Fulton County,13121,2010,79.59,80.79,79.24,74.79,76.07,74.41
Georgia,Gilmer County,13123,2010,79.89,80.79,79.24,74.46,76.07,74.41
Georgia,Glascock County,13125,2010,76.53,80.79,79.24,71.60,76.07,74.41
Georgia,Glynn County,13127,2010,79.13,80.79,79.24,72.71,76.07,74.41
Georgia,Gordon County,13129,2010,77.37,80.79,79.24,72.71,76.07,74.41
Georgia,Grady County,13131,2010,78.51,80.79,79.24,73.30,76.07,74.41
Georgia,Greene County,13133,2010,79.26,80.79,79.24,74.80,76.07,74.41
Georgia,Gwinnett County,13135,2010,82.11,80.79,79.24,78.23,76.07,74.41
Georgia,Habersham County,13137,2010,80.17,80.79,79.24,75.33,76.07,74.41
Georgia,Hall County,13139,2010,81.06,80.79,79.24,76.40,76.07,74.41
Georgia,Hancock County,13141,2010,76.53,80.79,79.24,71.60,76.07,74.41
Georgia,Haralson County,13143,2010,74.89,80.79,79.24,70.80,76.07,74.41
Georgia,Harris County,13145,2010,80.96,80.79,79.24,75.21,76.07,74.41
Georgia,Hart County,13147,2010,78.75,80.79,79.24,73.66,76.07,74.41
Georgia,Heard County,13149,2010,77.34,80.79,79.24,72.66,76.07,74.41
Georgia,Henry County,13151,2010,79.08,80.79,79.24,74.88,76.07,74.41
Georgia,Houston County,13153,2010,79.62,80.79,79.24,74.54,76.07,74.41
Georgia,Irwin County,13155,2010,78.07,80.79,79.24,70.83,76.07,74.41
Georgia,Jackson County,13157,2010,79.15,80.79,79.24,73.88,76.07,74.41
Georgia,Jasper County,13159,2010,79.52,80.79,79.24,72.88,76.07,74.41
Georgia,Jeff Davis County,13161,2010,77.19,80.79,79.24,69.83,76.07,74.41
Georgia,Jefferson County,13163,2010,75.89,80.79,79.24,69.68,76.07,74.41
Georgia,Jenkins County,13165,2010,76.53,80.79,79.24,70.62,76.07,74.41
Georgia,Johnson County,13167,2010,77.09,80.79,79.24,72.88,76.07,74.41
Georgia,Jones County,13169,2010,79.49,80.79,79.24,74.74,76.07,74.41
Georgia,Lamar County,13171,2010,77.57,80.79,79.24,72.64,76.07,74.41
Georgia,Lanier County,13173,2010,75.62,80.79,79.24,70.58,76.07,74.41
Georgia,Laurens County,13175,2010,76.81,80.79,79.24,72.26,76.07,74.41
Georgia,Lee County,13177,2010,78.40,80.79,79.24,75.84,76.07,74.41
Georgia,Liberty County,13179,2010,78.97,80.79,79.24,73.79,76.07,74.41
Georgia,Lincoln County,13181,2010,77.64,80.79,79.24,71.17,76.07,74.41
Georgia,Long County,13183,2010,79.25,80.79,79.24,74.11,76.07,74.41
Georgia,Lowndes County,13185,2010,77.70,80.79,79.24,72.12,76.07,74.41
Georgia,Lumpkin County,13187,2010,79.24,80.79,79.24,75.30,76.07,74.41
Georgia,McDuffie County,13189,2010,76.09,80.79,79.24,70.28,76.07,74.41
Georgia,McIntosh County,13191,2010,79.25,80.79,79.24,74.11,76.07,74.41
Georgia,Macon County,13193,2010,77.53,80.79,79.24,72.62,76.07,74.41
Georgia,Madison County,13195,2010,78.57,80.79,79.24,72.36,76.07,74.41
Georgia,Marion County,13197,2010,77.84,80.79,79.24,72.81,76.07,74.41
Georgia,Meriwether County,13199,2010,78.20,80.79,79.24,70.00,76.07,74.41
Georgia,Miller County,13201,2010,76.30,80.79,79.24,72.92,76.07,74.41
Georgia,Mitchell County,13205,2010,77.07,80.79,79.24,71.09,76.07,74.41
Georgia,Monroe County,13207,2010,78.64,80.79,79.24,74.03,76.07,74.41
Georgia,Montgomery County,13209,2010,78.20,80.79,79.24,71.59,76.07,74.41
Georgia,Morgan County,13211,2010,79.26,80.79,79.24,74.80,76.07,74.41
Georgia,Murray County,13213,2010,77.00,80.79,79.24,72.24,76.07,74.41
Georgia,Muscogee County,13215,2010,76.51,80.79,79.24,71.61,76.07,74.41
Georgia,Newton County,13217,2010,78.52,80.79,79.24,73.68,76.07,74.41
Georgia,Oconee County,13219,2010,82.44,80.79,79.24,77.31,76.07,74.41
Georgia,Oglethorpe County,13221,2010,78.56,80.79,79.24,73.29,76.07,74.41
Georgia,Paulding County,13223,2010,80.61,80.79,79.24,75.26,76.07,74.41
Georgia,Peach County,13225,2010,78.16,80.79,79.24,69.17,76.07,74.41
Georgia,Pickens County,13227,2010,78.92,80.79,79.24,74.94,76.07,74.41
Georgia,Pierce County,13229,2010,77.99,80.79,79.24,70.37,76.07,74.41
Georgia,Pike County,13231,2010,77.57,80.79,79.24,72.64,76.07,74.41
Georgia,Polk County,13233,2010,76.44,80.79,79.24,71.18,76.07,74.41
Georgia,Pulaski County,13235,2010,77.47,80.79,79.24,72.24,76.07,74.41
Georgia,Putnam County,13237,2010,79.52,80.79,79.24,72.88,76.07,74.41
Georgia,Quitman County,13239,2010,76.96,80.79,79.24,69.97,76.07,74.41
Georgia,Rabun County,13241,2010,80.18,80.79,79.24,74.95,76.07,74.41
Georgia,Randolph County,13243,2010,76.92,80.79,79.24,71.86,76.07,74.41
Georgia,Richmond County,13245,2010,76.75,80.79,79.24,70.32,76.07,74.41
Georgia,Rockdale County,13247,2010,79.86,80.79,79.24,75.58,76.07,74.41
Georgia,Schley County,13249,2010,77.65,80.79,79.24,72.46,76.07,74.41
Georgia,Screven County,13251,2010,76.53,80.79,79.24,70.62,76.07,74.41
Georgia,Seminole County,13253,2010,76.30,80.79,79.24,72.92,76.07,74.41
Georgia,Spalding County,13255,2010,76.70,80.79,79.24,71.17,76.07,74.41
Georgia,Stephens County,13257,2010,77.73,80.79,79.24,72.71,76.07,74.41
Georgia,Stewart County,13259,2010,76.96,80.79,79.24,69.97,76.07,74.41
Georgia,Sumter County,13261,2010,77.65,80.79,79.24,72.46,76.07,74.41
Georgia,Talbot County,13263,2010,78.20,80.79,79.24,70.00,76.07,74.41
Georgia,Taliaferro County,13265,2010,77.64,80.79,79.24,71.17,76.07,74.41
Georgia,Tattnall County,13267,2010,76.08,80.79,79.24,71.59,76.07,74.41
Georgia,Taylor County,13269,2010,78.92,80.79,79.24,72.92,76.07,74.41
Georgia,Telfair County,13271,2010,77.10,80.79,79.24,72.07,76.07,74.41
Georgia,Terrell County,13273,2010,76.92,80.79,79.24,71.86,76.07,74.41
Georgia,Thomas County,13275,2010,77.93,80.79,79.24,71.83,76.07,74.41
Georgia,Tift County,13277,2010,77.90,80.79,79.24,72.06,76.07,74.41
Georgia,Toombs County,13279,2010,77.37,80.79,79.24,72.22,76.07,74.41
Georgia,Towns County,13281,2010,80.18,80.79,79.24,74.95,76.07,74.41
Georgia,Treutlen County,13283,2010,78.20,80.79,79.24,71.59,76.07,74.41
Georgia,Troup County,13285,2010,77.34,80.79,79.24,72.66,76.07,74.41
Georgia,Turner County,13287,2010,78.07,80.79,79.24,70.83,76.07,74.41
Georgia,Twiggs County,13289,2010,76.01,80.79,79.24,71.53,76.07,74.41
Georgia,Union County,13291,2010,80.52,80.79,79.24,75.72,76.07,74.41
Georgia,Upson County,13293,2010,76.09,80.79,79.24,71.39,76.07,74.41
Georgia,Walker County,13295,2010,77.46,80.79,79.24,72.06,76.07,74.41
Georgia,Walton County,13297,2010,78.58,80.79,79.24,72.93,76.07,74.41
Georgia,Ware County,13299,2010,76.84,80.79,79.24,71.19,76.07,74.41
Georgia,Warren County,13301,2010,76.53,80.79,79.24,71.60,76.07,74.41
Georgia,Washington County,13303,2010,76.65,80.79,79.24,71.29,76.07,74.41
Georgia,Wayne County,13305,2010,77.45,80.79,79.24,71.90,76.07,74.41
Georgia,Webster County,13307,2010,76.96,80.79,79.24,69.97,76.07,74.41
Georgia,Wheeler County,13309,2010,78.20,80.79,79.24,71.59,76.07,74.41
Georgia,White County,13311,2010,80.53,80.79,79.24,75.00,76.07,74.41
Georgia,Whitfield County,13313,2010,79.35,80.79,79.24,74.06,76.07,74.41
Georgia,Wilcox County,13315,2010,77.47,80.79,79.24,72.24,76.07,74.41
Georgia,Wilkes County,13317,2010,77.64,80.79,79.24,71.17,76.07,74.41
Georgia,Wilkinson County,13319,2010,77.09,80.79,79.24,72.88,76.07,74.41
Georgia,Worth County,13321,2010,78.74,80.79,79.24,72.91,76.07,74.41
Hawaii,Hawaii County,15001,2010,83.09,80.79,83.54,76.66,76.07,77.85
Hawaii,Honolulu County,15003,2010,83.71,80.79,83.54,78.11,76.07,77.85
Hawaii,Kalawao County,15005,2010,83.09,80.79,83.54,76.66,76.07,77.85
Hawaii,Kauai County,15007,2010,82.41,80.79,83.54,77.04,76.07,77.85
Hawaii,Maui County,15009,2010,83.62,80.79,83.54,77.80,76.07,77.85
Idaho,Ada County,16001,2010,82.43,80.79,80.89,78.87,76.07,76.96
Idaho,Adams County,16003,2010,81.16,80.79,80.89,77.63,76.07,76.96
Idaho,Bannock County,16005,2010,79.59,80.79,80.89,75.64,76.07,76.96
Idaho,Bear Lake County,16007,2010,80.91,80.79,80.89,76.67,76.07,76.96
Idaho,Benewah County,16009,2010,78.88,80.79,80.89,74.76,76.07,76.96
Idaho,Bingham County,16011,2010,80.94,80.79,80.89,75.59,76.07,76.96
Idaho,Blaine County,16013,2010,82.98,80.79,80.89,79.91,76.07,76.96
Idaho,Boise County,16015,2010,80.46,80.79,80.89,76.34,76.07,76.96
Idaho,Bonner County,16017,2010,80.74,80.79,80.89,76.72,76.07,76.96
Idaho,Bonneville County,16019,2010,80.70,80.79,80.89,76.47,76.07,76.96
Idaho,Boundary County,16021,2010,80.74,80.79,80.89,76.72,76.07,76.96
Idaho,Butte County,16023,2010,80.54,80.79,80.89,77.18,76.07,76.96
Idaho,Camas County,16025,2010,79.56,80.79,80.89,75.16,76.07,76.96
Idaho,Canyon County,16027,2010,80.64,80.79,80.89,76.43,76.07,76.96
Idaho,Caribou County,16029,2010,80.91,80.79,80.89,76.67,76.07,76.96
Idaho,Cassia County,16031,2010,80.51,80.79,80.89,75.62,76.07,76.96
Idaho,Clark County,16033,2010,80.54,80.79,80.89,77.18,76.07,76.96
Idaho,Clearwater County,16035,2010,80.81,80.79,80.89,75.97,76.07,76.96
Idaho,Custer County,16037,2010,80.46,80.79,80.89,76.34,76.07,76.96
Idaho,Elmore County,16039,2010,80.24,80.79,80.89,75.87,76.07,76.96
Idaho,Franklin County,16041,2010,80.91,80.79,80.89,76.67,76.07,76.96
Idaho,Fremont County,16043,2010,80.54,80.79,80.89,77.18,76.07,76.96
Idaho,Gem County,16045,2010,80.46,80.79,80.89,76.34,76.07,76.96
Idaho,Gooding County,16047,2010,79.56,80.79,80.89,75.16,76.07,76.96
Idaho,Idaho County,16049,2010,80.81,80.79,80.89,75.97,76.07,76.96
Idaho,Jefferson County,16051,2010,81.45,80.79,80.89,76.54,76.07,76.96
Idaho,Jerome County,16053,2010,80.19,80.79,80.89,74.08,76.07,76.96
Idaho,Kootenai County,16055,2010,80.86,80.79,80.89,77.36,76.07,76.96
Idaho,Latah County,16057,2010,81.68,80.79,80.89,78.99,76.07,76.96
Idaho,Lemhi County,16059,2010,80.54,80.79,80.89,77.18,76.07,76.96
Idaho,Lewis County,16061,2010,80.81,80.79,80.89,75.97,76.07,76.96
Idaho,Lincoln County,16063,2010,79.56,80.79,80.89,75.16,76.07,76.96
Idaho,Madison County,16065,2010,81.13,80.79,80.89,77.90,76.07,76.96
Idaho,Minidoka County,16067,2010,79.33,80.79,80.89,74.99,76.07,76.96
Idaho,Nez Perce County,16069,2010,79.88,80.79,80.89,75.50,76.07,76.96
Idaho,Oneida County,16071,2010,80.51,80.79,80.89,75.62,76.07,76.96
Idaho,Owyhee County,16073,2010,80.24,80.79,80.89,75.87,76.07,76.96
Idaho,Payette County,16075,2010,79.87,80.79,80.89,74.98,76.07,76.96
Idaho,Power County,16077,2010,80.51,80.79,80.89,75.62,76.07,76.96
Idaho,Shoshone County,16079,2010,78.88,80.79,80.89,74.76,76.07,76.96
Idaho,Teton County,16081,2010,81.13,80.79,80.89,77.90,76.07,76.96
Idaho,Twin Falls County,16083,2010,79.78,80.79,80.89,74.96,76.07,76.96
Idaho,Valley County,16085,2010,81.16,80.79,80.89,77.63,76.07,76.96
Idaho,Washington County,16087,2010,81.16,80.79,80.89,77.63,76.07,76.96
Illinois,Adams County,17001,2010,81.30,80.79,80.95,75.44,76.07,76.26
Illinois,Alexander County,17003,2010,77.26,80.79,80.95,71.35,76.07,76.26
Illinois,Bond County,17005,2010,80.13,80.79,80.95,75.58,76.07,76.26
Illinois,Boone County,17007,2010,80.88,80.79,80.95,77.40,76.07,76.26
Illinois,Brown County,17009,2010,79.15,80.79,80.95,75.66,76.07,76.26
Illinois,Bureau County,17011,2010,81.35,80.79,80.95,76.10,76.07,76.26
Illinois,Calhoun County,17013,2010,79.18,80.79,80.95,74.91,76.07,76.26
Illinois,Carroll County,17015,2010,80.67,80.79,80.95,75.54,76.07,76.26
Illinois,Cass County,17017,2010,79.89,80.79,80.95,75.18,76.07,76.26
Illinois,Champaign County,17019,2010,81.84,80.79,80.95,77.73,76.07,76.26
Illinois,Christian County,17021,2010,79.78,80.79,80.95,75.27,76.07,76.26
Illinois,Clark County,17023,2010,78.81,80.79,80.95,74.69,76.07,76.26
Illinois,Clay County,17025,2010,80.12,80.79,80.95,73.37,76.07,76.26
Illinois,Clinton County,17027,2010,82.20,80.79,80.95,76.43,76.07,76.26
Illinois,Coles County,17029,2010,80.08,80.79,80.95,73.77,76.07,76.26
Illinois,Cook County,17031,2010,80.98,80.79,80.95,75.81,76.07,76.26
Illinois,Crawford County,17033,2010,79.47,80.79,80.95,74.43,76.07,76.26
Illinois,Cumberland County,17035,2010,80.76,80.79,80.95,76.06,76.07,76.26
Illinois,DeKalb County,17037,2010,80.73,80.79,80.95,77.07,76.07,76.26
Illinois,De Witt County,17039,2010,79.70,80.79,80.95,75.14,76.07,76.26
Illinois,Douglas County,17041,2010,80.88,80.79,80.95,75.72,76.07,76.26
Illinois,DuPage County,17043,2010,83.36,80.79,80.95,79.63,76.07,76.26
Illinois,Edgar County,17045,2010,79.10,80.79,80.95,74.54,76.07,76.26
Illinois,Edwards County,17047,2010,80.62,80.79,80.95,74.40,76.07,76.26
Illinois,Effingham County,17049,2010,80.85,80.79,80.95,76.07,76.07,76.26
Illinois,Fayette County,17051,2010,80.53,80.79,80.95,75.53,76.07,76.26
Illinois,Ford County,17053,2010,79.18,80.79,80.95,74.65,76.07,76.26
Illinois,Franklin County,17055,2010,78.15,80.79,80.95,72.15,76.07,76.26
Illinois,Fulton County,17057,2010,79.30,80.79,80.95,75.32,76.07,76.26
Illinois,Gallatin County,17059,2010,78.71,80.79,80.95,72.85,76.07,76.26
Illinois,Greene County,17061,2010,79.18,80.79,80.95,74.91,76.07,76.26
Illinois,Grundy County,17063,2010,80.32,80.79,80.95,75.78,76.07,76.26
Illinois,Hamilton County,17065,2010,78.71,80.79,80.95,72.85,76.07,76.26
Illinois,Hancock County,17067,2010,82.18,80.79,80.95,76.68,76.07,76.26
Illinois,Hardin County,17069,2010,78.71,80.79,80.95,72.85,76.07,76.26
Illinois,Henderson County,17071,2010,82.11,80.79,80.95,76.35,76.07,76.26
Illinois,Henry County,17073,2010,81.00,80.79,80.95,76.01,76.07,76.26
